0,75,87.2,74
0,221,69.1,43
0,277,94.3,18
0,314,91.8,22
0,223,71.4,44
0,276,85.8,43
0,303,93.2,27
0,329,99.8,40
0,16,81.2,-5
0,80,56.7,9
0,3,75.5,-23
0,332,93.2,38
0,100,87,71
0,260,94.2,51
0,142,94.7,10
0,301,93.8,23
0,352,95.3,22
0,70,72.3,79
0,237,82.4,48
0,104,63,15
0,3,86.9,-23
0,13,113.9,-8
0,297,88.1,27
0,375,103.6,39
0,317,98.3,20
0,6,101.1,-20
0,13,79.3,-13
0,296,87.8,20
0,127,89.6,66
0,4,77.1,-23
0,36,80.4,-1
0,305,86.5,41
0,294,86.8,35
0,3,82.5,-38
0,12,99.9,-16
0,79,78.2,75
0,120,92,9
0,2,78,-42
0,9,99.8,-13
0,301,83.5,37
0,124,79.9,69
0,304,90.5,41
0,373,96.9,23
0,38,79.3,-2
0,18,91,-8
0,339,87.1,26
0,17,93.2,-7
0,5,94.9,-16
0,48,92.2,1
0,295,93.8,41
0,5,71.4,-19
0,399,105.1,34
0,88,79.4,7
0,47,98.6,-1
0,384,103.2,21
0,17,106.7,-8
0,5,74.4,-22
0,183,97.2,61
0,122,110,3
0,118,86.8,67
0,80,79,6
0,329,97.9,48
0,55,64.9,5
0,190,86.4,58
0,151,95.3,64
0,168,55.2,38
0,350,93.6,31
0,118,102,6
0,3,90.3,-30
0,264,87.1,46
0,322,96.2,22
0,91,79.4,71
0,333,88.3,39
0,38,89.3,78
0,2,84.3,-41
0,301,98.9,44
0,10,100.7,-14
0,345,98.7,25
0,254,83.3,46
0,18,94.1,-6
0,51,72.6,4
0,10,91.6,-18
0,370,99.2,24
0,257,89.5,48
0,94,76.3,70
0,180,68.6,53
0,297,97.3,17
0,196,87.1,56
0,224,80.1,44
0,289,83,41
0,3,93.7,-38
0,5,87.9,-20
0,317,93.5,39
0,2,41.6,-58
0,264,74.6,27
0,82,45.2,18
0,1,63.8,-61
0,3,80.1,-43
0,14,73.3,-7
0,45,68.4,84
0,239,74.8,38
0,239,74.8,39
0,315,100.7,49
0,279,87.4,46
0,268,87.9,45
0,168,104.4,61
0,314,89.9,35
0,74,80,74
0,6,83.6,-22
0,351,97.8,27
0,323,91.4,22
0,133,71.1,66
0,3,53.9,-24
0,208,69.2,43
0,281,87.9,42
0,13,103.1,-10
0,228,85,55
0,333,97,32
0,266,75.3,32
0,401,100.4,37
0,5,68.4,-25
0,14,101.4,-8
0,13,81.4,-9
0,261,86.2,42
0,41,75.2,1
0,126,91.8,7
0,72,85.1,73
0,101,89.5,71
0,283,91.2,40
0,308,94.8,42
0,7,85,-20
0,12,98.2,-8
0,208,94,56
0,10,74.3,-8
0,83,91.5,73
0,299,84.4,34
0,400,102.3,23
0,73,45.3,69
0,14,90.2,-10
0,284,99.2,14
0,294,94.4,41
0,254,85.9,19
0,7,71.1,-13
0,102,87.2,7
0,66,96.4,2
0,15,74.6,-6
0,362,97.5,36
0,188,78.4,59
0,2,50,-50
0,5,84.6,-15
0,363,99.3,28
0,76,60.7,7
0,3,81.1,-49
0,334,89.8,29
0,308,92.9,30
0,311,90.3,37
0,18,73,-5
0,13,84.7,-11
0,13,93.4,-11
0,79,87.3,4
0,2,88.2,-32
0,226,82.6,53
0,128,72.7,65
0,0,92.9,1
0,48,107.1,12
0,308,95.8,44
0,332,78.2,-8
0,17,94.4,37
0,329,100.3,30
0,397,96.2,17
0,302,92.7,68
0,143,70.9,-11
0,9,72.5,81
0,22,93.2,33
0,325,76.6,-14
0,12,97.6,-17
0,5,100.8,18
0,334,96.8,57
0,266,82.6,48
0,248,73.6,31
0,260,98.4,24
0,354,99.5,43
0,322,70,-45
0,2,85.2,36
0,277,66.7,49
0,187,99.1,31
0,382,89.5,10
0,179,0,-66
0,1,62.9,-64
0,2,85.3,66
0,167,93.1,35
0,346,68.3,-17
0,11,87,24
0,269,90.6,38
0,300,45.5,32
0,108,87.4,27
0,304,86.9,24
0,316,76.4,-36
0,2,65.3,69
0,93,92.1,45
0,300,91.1,-10
0,11,80.7,-11
0,12,95.1,-9
0,12,90.5,40
0,301,90.2,52
0,216,46.1,-12
0,7,69.1,37
0,219,97,49
0,289,80.1,-7
0,13,107.7,7
0,145,106.7,-3
0,38,103.5,-2
0,35,75.3,50
0,210,92.6,61
0,211,60.6,-45
0,2,100.6,-2
0,31,96.7,-26
0,5,84.7,41
0,264,91.7,58
0,228,85.8,56
0,195,91.4,27
0,324,81.7,1
0,52,63.9,-12
0,10,98.6,-13
0,6,95.9,65
0,198,103.1,-27
0,4,88.4,46
0,265,90.6,-20
0,5,109.7,18
0,363,87.9,25
0,319,91.4,-21
0,4,90.7,37
0,311,87.1,25
0,322,91.9,-29
0,4,85.8,41
0,271,22.6,29
0,32,67.7,43
0,233,94.6,37
0,336,95.8,74
0,41,96.7,4
0,77,106.3,22
0,376,102.3,27
0,395,99.7,26
0,370,70.2,-34
0,2,67.5,-12
0,10,105.6,-14
0,8,84.9,49
0,250,73.3,83
0,11,96,34
0,357,93.7,18
0,311,108.4,13
0,311,101.9,-17
1,293,96.2,18
1,256,77.9,21
1,109,91.3,5
1,266,106.9,14
1,164,109.3,8
1,234,83.5,20
1,185,99.6,10
1,34,95.3,-2
1,2,72.4,-35
1,186,68.5,20
1,223,71.5,38
1,210,104.5,10
1,250,97.9,13
1,359,98.8,22
1,42,102.5,-2
1,128,101,8
1,5,93.4,-24
1,261,92.8,17
1,235,91.1,17
1,215,73.5,22
1,182,91.3,15
1,56,102.4,1
1,111,106.3,5
1,98,97.2,5
1,254,78.2,21
1,85,108.7,3
1,254,96,16
1,213,107,10
1,344,109.7,18
1,10,87.8,-13
1,9,95.4,-13
1,268,109.4,13
1,114,107.8,6
1,248,73.6,32
1,205,92.3,13
1,26,94.9,-5
1,250,88,14
1,203,67.8,22
1,185,103.5,10
1,30,100.8,-5
1,209,93.8,13
1,256,76,26
1,233,105.6,14
1,75,81.2,3
1,36,58.6,3
1,21,28.7,2
1,3,67.9,-30
1,35,96.1,-4
1,194,64.1,25
1,178,76.5,16
1,232,83.6,19
1,258,93.7,15
1,100,98.8,7
1,139,109.1,6
1,243,70.8,30
1,1,70.7,-70
1,25,93.6,-3
1,99,100.1,3
1,125,106.7,7
1,229,106.1,10
1,177,69.1,19
1,191,110.2,11
1,138,80.7,11
1,281,102.3,12
1,249,86.9,19
1,137,84.6,8
1,112,105,5
1,55,99.1,1
1,11,93.2,-15
1,2,65.6,-41
1,13,88.1,-5
1,86,87.5,5
1,154,92.6,10
1,200,63.6,38
1,123,99.4,7
1,1,78.5,-65
1,254,84.8,19
1,248,79.5,19
1,58,104.2,1
1,37,100.7,-1
1,117,83.3,6
1,244,102.9,11
1,23,109.6,-5
1,205,80.3,17
1,222,100.6,11
1,239,72.9,26
1,100,96.7,6
1,1,69.7,-48
1,32,107.7,-4
1,227,69.6,31
1,2,85.4,-38
1,177,58.3,40
1,121,84.8,7
1,31,98.2,-4
1,23,97.3,-4
1,178,103,11
1,176,99.4,8
1,131,111.3,7
1,7,101,-17
1,209,90,15
1,264,87.2,21
1,225,75.7,38
1,72,98.4,1
1,14,111,-9
1,208,76,19
1,43,104.6,0
1,13,103.2,-9
1,260,85.3,25
1,55,94,2
1,200,80.7,17
1,189,99.5,12
1,176,107.5,10
1,157,94.3,7
1,50,78.5,1
1,215,94,11
1,262,88.5,17
1,76,99,2
1,12,103.8,-11
1,302,98.3,18
1,232,107.3,11
1,173,99.3,9
1,57,92.9,1
1,244,88.2,16
1,158,108.6,8
1,169,83,11
1,163,75.7,14
1,242,78.3,24
1,79,99.5,3
1,36,111.3,-2
1,18,78.5,-5
1,168,76.4,15
1,14,100.1,-9
1,142,87.4,7
1,190,94.4,13
1,244,75.8,23
1,107,104,4
1,2,76.7,-44
1,189,70.1,20
1,10,98.7,-14
1,217,104,9
1,156,102.5,8
1,24,44.1,-4
1,197,99.5,12
1,183,96.5,11
1,169,106.6,7
1,143,102.6,8
1,237,106.7,11
1,238,92,17
1,96,104.2,2
1,5,109.2,-25
1,261,109.9,9
1,182,113.2,7
1,234,69.2,37
1,237,108.8,9
2,222,73.3,42
2,395,104.4,22
2,355,102.2,24
2,251,95.4,14
2,375,107.9,17
2,301,114.8,13
2,7,92.7,-16
2,298,108.1,17
2,388,106.4,19
2,249,81.4,27
2,198,110.7,12
2,323,93.9,32
2,237,77.2,26
2,382,100.8,25
2,222,86,16
2,12,92.7,-8
2,184,95.8,10
2,361,97.2,36
2,304,92.4,21
2,389,105.5,22
2,250,93.3,17
2,233,90.1,16
2,230,104,14
2,285,90.7,22
2,249,105.3,15
2,386,103.5,25
2,376,103.2,19
2,284,99.5,16
2,248,97.6,16
2,14,104.8,-8
2,329,102.2,23
2,370,104.9,21
2,333,100.9,21
2,308,95.4,19
2,246,96.6,16
2,375,101.7,25
2,158,102.7,6
2,54,75.7,2
2,220,106.9,13
2,355,103.5,22
2,300,100.6,18
2,375,104.7,31
2,323,103.1,15
2,268,101.6,16
2,374,106.8,17
2,261,105.8,12
2,376,98.9,23
2,309,97,21
4,362,95.1,35
4,414,106.7,26
4,422,109.9,20
4,423,109.1,28
4,374,100.3,26
4,426,109.3,28
4,392,103.6,21
4,420,107.3,25
4,444,109.4,29
4,348,96.6,35
4,381,102.1,33
4,419,109,26
4,397,103.2,30
4,380,101.4,34
4,388,100.3,28
4,380,100.4,26
4,378,98.6,31
4,359,102.1,26
4,416,111.1,34
4,436,109.8,28
4,395,103.7,36
4,385,112.7,21
4,401,99.4,29
4,366,99.5,32
4,414,111.8,17
4,369,112.3,19
4,388,103.4,34
4,408,103.8,30
4,455,110.9,25
4,424,106,28
4,421,102.5,24
4,410,102.1,31
4,388,101.6,21
4,384,102.7,26
4,382,101.2,33
4,429,109.4,30
4,415,104.4,27
4,372,104.6,28
4,373,98.2,32
