1,64,48,0.8225
1,64,48,0.775
1,57,46,0.8825
1,66,54,0.8675
1,57,57,0.93
1,52,46,0.6567
1,48,32,0.64
1,43,28,0.83
1,46,39,0.7533
1,45,27,0.7175
1,45,27,0.835
1,57,43,0.84
1,54,45,0.7975
1,39,32,0.6775
1,39,27,0.6425
1,45,27,0.5475
1,45,37,0.6825
1,57,45,0.805
1,52,41,0.9067
1,52,41,0.67
1,43,36,0.6275
1,45,30,0.9033
1,48,39,0.8275
1,48,30,0.665
1,52,30,0.9125
1,52,45,0.77
1,43,28,0.6825
1,54,34,0.665
1,55,34,0.71
1,50,43,0.865
1,46,39,0.955
2,37,32,0.8475
2,37,27,0.6575
2,37,27,0.5575
2,27,18,0.4233
2,46,30,0.715
2,55,39,0.76
2,46,28,0.81
2,46,45,0.7867
2,57,43,0.84
2,64,52,0.725
2,46,39,0.555
2,45,39,0.88
2,55,37,0.7
2,55,36,0.6175
2,57,45,0.805
2,63,48,0.8225
2,63,45,0.8725
2,41,28,0.5025
2,50,34,0.755
2,57,48,0.755
2,61,50,0.69
2,54,41,0.8075
2,75,48,0.8
2,59,48,0.57
2,37,36,0.765
2,48,30,0.885
2,46,37,0.82
2,59,45,0.83
3,52,45,0.775
3,63,43,0.9125
3,48,45,0.8625
3,59,52,0.635
3,57,34,0.6075
3,57,37,0.63
3,48,45,0.64
3,48,36,0.475
3,50,34,0.6525
3,45,34,0.895
3,45,39,0.66
3,41,30,0.775
3,43,43,0.855
3,45,36,0.5425
3,46,32,0.4725
3,55,34,0.4925
3,55,43,0.7567
3,59,43,0.675
3,37,34,0.5375
3,45,30,0.5475
3,55,28,0.6825
3,59,41,0.8233
3,73,54,0.6875
3,72,48,0.685
3,55,46,0.8825
3,66,52,0.5575
3,61,48,0.895
3,61,46,0.7475
3,55,45,0.6875
3,54,43,0.4925
3,61,43,0.705
